ID,Predicted y values
685,115.8064
687,99.84984
688,79.6
693,105.96401
696,87.08505
698,95.57932
701,108.843544
704,110.48764
705,115.74153
709,106.81649
710,111.65581
711,123.38817
712,94.66313
714,104.66397
715,99.12902
716,108.75146
717,101.83825
720,108.51024
721,90.44825
724,104.73333
725,87.987434
726,123.16114
728,113.29381
731,101.30813
734,113.83354
738,101.789154
745,107.01595
746,97.573586
751,74.66089
754,90.7039
756,93.195694
758,71.943535
759,101.846085
761,115.37864
766,102.03246
767,111.88315
768,87.889145
769,112.06838
770,89.47932
771,79.55595
772,88.96915
773,90.4107
774,110.49053
776,112.5561
777,103.74545
780,114.3427
782,101.756424
787,103.51442
788,95.82877
792,89.44838
793,119.979774
798,97.269196
800,93.765915
806,108.75146
809,109.73762
811,132.66124
812,86.32568
814,113.39655
816,103.05597
817,101.81604
818,117.42487
820,117.75812
823,94.28762
829,91.12182
830,105.9657
831,91.52795
834,112.66604
839,100.68702
841,75.644745
844,111.36275
845,94.27897
848,92.08029
850,119.23232
851,106.30315
852,76.56631
854,94.83567
855,85.606155
856,109.269844
859,105.385475
861,110.49053
864,90.40408
865,117.19226
866,99.14845
867,96.96262
869,92.349594
871,98.65203
872,108.75146
882,97.781456
883,88.73262
885,109.2207
888,94.12911
893,104.7702
901,111.36518
903,104.55491
904,94.85119
905,101.93041
910,97.748924
911,104.53757
914,108.80042
918,92.74014
921,92.72455
928,97.533875
929,100.56186
932,104.31182
933,102.63574
934,97.748924
935,114.63317
937,69.82861
939,91.58309
940,89.36758
941,99.686935
942,111.173004
943,86.42005
944,102.39334
947,108.75146
949,129.04166
951,118.440216
952,93.27155
953,104.55491
954,95.502754
957,107.811325
959,91.981094
960,112.566475
963,113.39655
965,108.75146
967,113.58479
971,97.203186
972,81.74397
973,90.62213
974,107.7984
975,155.46173
978,100.80448
980,109.84014
981,106.93433
984,115.83899
986,97.748924
988,87.889145
989,105.69155
990,109.70045
992,111.36518
996,94.931854
999,119.13041
1000,104.39136
1001,117.19226
1002,89.943115
1003,112.5561
1004,93.92158
1008,114.11707
1009,90.33243
1010,117.8873
1012,116.82336
1013,100.591095
1014,112.90712
1015,92.7612
1016,111.376656
1019,106.52206
1020,121.38168
1021,97.748924
1022,109.13473
1024,97.748924
1025,72.072044
1027,89.23288
1028,95.028114
1029,102.286865
1030,97.53028
1033,100.99785
1036,108.84793
1037,115.96327
1038,91.94882
1042,91.58309
1043,102.40545
1044,101.290276
1045,107.53259
1047,109.1623
1050,98.52198
1051,103.56083
1054,99.7542
1056,106.93433
1057,92.61288
1059,104.71321
1062,90.03801
1063,112.81538
1064,106.93433
1066,85.046555
1070,102.34788
1076,98.53129
1077,86.03361
1078,119.07094
1080,115.499664
1082,95.47183
1083,90.60494
1089,105.44847
1091,94.12911
1093,94.648186
1097,84.98834
1099,90.2173
1101,97.15175
1103,89.97768
1104,133.16591
1106,104.645836
1109,94.15768
1110,116.27983
1111,95.76678
1112,110.90698
1114,98.17852
1116,108.81387
1117,107.98758
1120,101.54421
1124,116.02867
1125,90.20363
1126,110.77629
1134,104.39017
1137,96.75643
1138,112.516106
1144,110.79273
1145,98.9716
1146,94.14389
1148,132.09341
1150,96.89
1152,112.505035
1153,94.279274
1154,102.140114
1155,91.41937
1157,88.404686
1162,91.051414
1165,109.71973
1166,107.72832
1167,108.18267
1168,100.8424
1169,94.94339
1171,118.02788
1172,92.46682
1173,94.94339
1174,97.9845
1176,97.24117
1177,100.183754
1178,93.68037
1182,112.18724
1186,105.30284
1187,110.2939
1188,94.05366
1189,118.629
1191,112.26837
1192,97.16773
1197,116.94527
1198,90.29377
1200,78.21822
1201,85.03048
1203,101.57696
1209,111.9408
1214,97.99138
1218,116.216896
1222,82.5297
1226,96.30595
1228,89.2949
1230,107.1541
1232,75.969826
1233,88.15631
1236,123.97884
1238,93.10266
1241,110.79273
1244,118.13486
1246,83.70251
1247,105.82511
1250,100.65397
1251,93.56082
1254,110.15718
1255,101.557465
1256,112.84812
1257,89.64665
1258,96.26426
1259,105.97911
1260,93.8325
1263,116.92455
1267,81.59802
1268,108.08374
1271,93.64998
1272,104.06931
1274,106.57853
1275,91.051414
1276,100.947624
1277,99.96927
1279,94.14389
1281,102.16091
1282,94.05366
1283,115.09407
1285,100.5652
1286,109.19712
1289,113.80041
1296,117.08291
1299,93.94907
1301,107.026535
1306,99.70773
1307,94.17233
1308,92.42056
1313,100.947624
1314,87.87961
1315,116.27983
1316,99.49329
1317,117.77083
1319,97.80905
1323,84.79317
1324,102.18448
1325,86.38433
1328,98.926735
1329,93.701035
1330,110.49053
1331,83.42405
1332,104.69735
1337,89.737885
1338,113.11452
1339,84.39419
1340,108.879295
1343,86.04138
1347,108.26713
1348,96.955124
1349,99.23914
1352,91.64972
1354,89.46678
1359,104.88312
1360,93.27808
1363,108.59539
1364,93.39095
1365,109.12617
1366,115.70458
1372,93.29553
1375,128.50201
1376,93.454
1378,91.145195
1379,142.32004
1380,98.046234
1381,101.09468
1384,123.19569
1387,94.65958
1388,107.671684
1392,80.17198
1394,107.541
1395,84.74275
1396,112.59552
1398,92.78008
1399,112.59552
1400,95.79155
1401,92.90752
1403,110.49803
1404,110.48439
1406,112.59552
1407,88.70427
1408,111.45111
1410,75.494644
1412,111.74905
1413,94.567795
1415,92.73135
1420,111.45111
1422,112.712975
1423,100.99879
1424,111.45111
1425,102.083336
1426,75.494644
1427,112.55797
1429,85.35192
1430,113.59369
1431,86.70897
1432,101.41675
1434,105.3268
1437,89.76221
1438,117.69859
1440,117.91985
1441,107.55659
1442,89.09278
1444,103.61461
1445,89.56364
1446,112.220055
1448,91.270615
1453,96.782524
1454,111.74905
1455,96.63428
1456,99.88669
1458,111.74905
1459,92.95221
1461,89.17459
1465,94.65958
1466,111.43338
1469,85.45754
1472,96.782524
1474,93.14138
1477,108.398
1479,107.60272
1482,102.08843
1483,78.99021
1487,87.80911
1488,108.34805
1490,121.432274
1492,108.15541
1494,118.17709
1496,105.29335
1497,98.53311
1499,93.02422
1502,90.609436
1507,101.2361
1508,91.64972
1509,99.47036
1511,96.37705
1512,116.897606
1513,117.572716
1514,111.9468
1518,102.19599
1519,89.38024
1522,112.07656
1524,76.79448
1527,89.09278
1529,96.33563
1532,112.12696
1536,115.5232
1537,114.3742
1539,102.4267
1542,118.13089
1543,93.454
1544,105.720314
1545,93.27287
1550,95.466446
1551,118.755005
1554,128.49915
1556,110.97718
1559,95.61991
1560,80.94805
1562,93.63635
1566,91.14365
1567,116.74075
1569,83.624794
1570,115.68226
1571,111.15021
1574,91.64972
1578,108.19381
1580,87.27206
1583,115.75464
1584,91.64972
1585,108.24577
1586,88.53295
1587,109.558525
1588,89.57548
1590,113.77967
1592,97.541595
1596,85.16797
1598,113.75474
1599,93.33409
1604,92.83934
1606,100.28271
1607,94.567795
1608,97.126595
1609,116.75181
1611,99.65251
1613,97.362564
1616,93.364006
1619,106.539894
1620,94.73123
1621,112.21267
1622,100.72813
1625,109.87468
1627,116.75181
1629,107.48876
1634,90.92527
1636,88.16801
1638,106.00662
1639,104.71237
1641,90.76214
1643,86.64326
1644,98.188675
1645,117.91823
1646,100.674484
1647,118.66269
1648,101.547134
1652,87.27206
1653,110.68438
1656,91.061905
1658,93.33409
1659,116.62547
1661,95.33125
1663,94.567795
1664,111.06246
1665,90.56146
1666,110.97718
1667,115.6008
1668,69.25222
1669,104.9699
1670,98.72093
1672,114.3844
1674,144.03836
1677,108.34805
1678,100.31794
1679,121.05489
1680,99.10763
1683,101.56461
1686,100.29613
1687,107.62306
1689,108.33956
1690,94.0246
1691,107.324615
1692,114.42093
1693,91.64972
1695,105.662575
1696,96.782524
1697,112.18911
1700,110.97718
1701,88.50759
1702,113.228165
1703,85.20109
1704,107.62846
1706,100.10628
1707,118.303566
1708,105.25025
1710,102.38367
1711,110.288795
1713,94.56191
1717,104.7789
1719,108.19381
1720,88.6042
1722,96.29384
1725,88.826645
1726,102.57049
1727,107.37584
1729,103.98752
1730,86.50309
1731,109.03839
1733,110.97718
1734,90.90572
1735,112.712975
1738,97.362564
1742,98.33539
1745,144.03836
1747,93.19629
1749,90.570694
1751,91.728455
1752,73.16311
1753,106.611725
1754,92.83916
1755,87.52908
1756,99.40518
1758,109.780846
1759,96.63428
1760,107.867294
1761,109.5491
1762,96.985435
1763,113.997734
1764,88.39655
1766,91.96326
1768,96.43501
1769,72.301544
1771,104.01671
1772,93.71867
1773,114.563965
1774,103.84398
1775,117.05163
1777,120.814
1779,96.63428
1780,107.70568
1787,88.20901
1788,88.67301
1790,99.20616
1796,113.27631
1801,92.77996
1803,100.66314
1807,112.64887
1809,111.13819
1812,113.40145
1813,118.573814
1814,98.39985
1815,106.475685
1816,94.5176
1818,98.641426
1820,89.45157
1821,111.24515
1822,90.17833
1825,89.48884
1826,98.80676
1828,97.534164
1831,112.188255
1836,121.919014
1837,104.60102
1841,85.19129
1844,100.50446
1848,98.3552
1851,104.65862
1852,88.05761
1853,90.802055
1854,105.00095
1856,100.50195
1859,108.47991
1860,97.24213
1861,105.2529
1863,112.15427
1865,96.02728
1866,113.26899
1867,89.37922
1868,93.205284
1872,96.45209
1879,89.41007
1880,103.506065
1882,95.85586
1885,100.072464
1887,107.78713
1888,101.12921
1890,102.29403
1894,93.682785
1895,107.4396
1896,100.6067
1897,103.947876
1900,106.49547
1901,91.59083
1902,110.84513
1905,92.24673
1906,108.973625
1912,109.85737
1915,103.70051
1916,101.142555
1917,94.65965
1918,105.19323
1920,82.35785
1923,114.12596
1924,102.46751
1925,98.610825
1930,116.85868
1932,112.35529
1933,96.707245
1934,109.65584
1935,93.05267
1940,75.494644
1941,86.305046
1942,121.845604
1943,125.371506
1944,94.251625
1945,86.705894
1948,114.3742
1949,91.64996
1952,91.48325
1954,92.34188
1955,110.82668
1958,95.73362
1959,72.82772
1960,113.997734
1963,98.28526
1965,86.8801
1968,128.0074
1969,92.3042
1971,99.859116
1972,109.161354
1973,91.38408
1975,89.35235
1977,106.29816
1978,93.25995
1979,110.45405
1981,93.51585
1982,92.76402
1987,130.39566
1988,90.37222
1993,103.949585
1997,94.873344
1999,98.04287
2001,105.66869
2002,125.46271
2003,83.59544
2004,93.71115
2006,117.21112
2007,91.227875
2009,106.28363
2010,87.58709
2013,101.96415
2018,79.92844
2022,108.497765
2024,121.62843
2025,87.751236
2026,102.10219
2030,110.38364
2031,95.34314
2032,109.85737
2033,90.98643
2035,89.09239
2036,107.45816
2037,92.55259
2040,94.12202
2043,95.7206
2044,110.38302
2046,123.65028
2054,104.76608
2055,101.87374
2056,107.70568
2059,100.98376
2060,91.59083
2062,84.890854
2063,117.57775
2066,93.682785
2067,119.92372
2072,99.92172
2073,111.38735
2074,95.17743
2075,101.45126
2076,103.81082
2080,86.22048
2082,91.59083
2085,111.67201
2087,110.51136
2091,106.75998
2092,93.41559
2093,107.70568
2098,92.676384
2101,113.997734
2102,96.65155
2103,75.494644
2105,108.07629
2106,101.73486
2107,110.99522
2110,97.49765
2114,100.974464
2115,119.663635
2117,81.59657
2118,120.54647
2119,111.04951
2120,94.17062
2122,90.31379
2123,117.93036
2126,96.87526
2127,106.583
2128,94.226364
2129,115.16416
2132,98.167534
2135,108.96961
2138,86.40594
2139,116.85868
2141,92.26793
2142,87.32152
2146,94.58407
2151,108.356476
2157,92.5475
2159,113.59958
2162,91.84891
2164,118.381615
2167,97.73976
2168,113.407616
2171,101.930984
2173,95.952835
2174,111.9231
2175,93.031006
2178,90.12559
2180,96.77688
2185,109.43704
2189,107.65326
2190,111.91791
2192,94.94313
2194,120.29941
2200,111.56362
2201,96.152596
2203,108.378426
2204,91.74679
2205,108.29217
2209,107.295906
2213,117.37983
2214,94.495255
2215,112.906586
2216,92.98112
2218,89.67074
2219,103.43669
2220,94.36957
2222,93.14705
2223,110.31874
2225,114.746826
2226,102.785324
2230,101.430534
2233,116.31568
2234,108.685005
2235,91.74679
2236,88.87027
2237,92.773476
2240,117.15336
2241,93.149315
2248,105.869675
2249,85.72811
2250,116.25345
2252,103.87324
2253,94.82171
2254,108.12131
2256,72.0127
2258,83.457436
2259,114.69545
2262,92.786415
2265,90.34462
2266,110.17778
2269,84.48172
2271,85.11058
2273,88.568634
2274,112.36095
2275,90.78198
2277,93.87837
2279,91.74679
2280,74.03864
2282,96.77688
2283,100.097115
2288,89.41815
2289,107.64959
2291,96.40868
2292,112.90296
2297,96.43012
2298,101.70025
2299,97.34471
2300,93.63372
2301,84.10345
2304,96.274994
2305,104.57144
2306,92.786415
2308,85.17289
2309,113.502975
2311,104.49256
2312,101.66501
2316,105.633804
2321,103.1145
2322,107.63532
2325,114.22401
2326,100.29541
2329,112.90296
2330,94.15434
2331,100.33459
2332,103.76457
2333,92.786415
2334,87.653656
2335,108.766945
2337,112.65935
2338,94.49671
2340,103.76457
2342,90.36356
2345,88.17543
2349,92.92045
2351,82.08302
2352,94.50315
2354,113.20188
2355,116.367805
2357,114.746826
2358,98.55163
2360,95.5161
2361,113.20188
2364,89.40289
2366,86.33814
2369,98.255
2370,93.36439
2371,116.428314
2373,103.80136
2374,97.04978
2376,102.669586
2378,110.46007
2382,100.72093
2383,91.73652
2386,100.14737
2387,96.77512
2389,90.25075
2390,96.66384
2392,92.53909
2398,103.76457
2399,102.76663
2400,95.16298
2401,102.41304
2402,92.55606
2404,90.85244
2407,95.47534
2408,114.94141
2409,117.57433
2412,77.61363
2413,101.34648
2415,101.38003
2420,101.658516
2422,93.145775
2423,95.048416
2426,81.10488
2432,91.68839
2434,88.93046
2435,136.44453
2436,124.6839
2438,108.56542
2440,112.85882
2443,88.680466
2444,99.82909
2447,105.869675
2450,94.89446
2454,98.499855
2455,112.807594
2459,92.786415
2460,102.07617
2463,91.07735
2465,109.62575
2468,76.41396
2469,84.445915
2474,81.170006
2478,88.16792
2480,95.338844
2481,117.15336
2489,96.77688
2490,126.0846
2492,91.60691
2496,92.786415
2497,108.64239
2500,96.85854
2505,97.61137
2507,95.21226
2508,108.29217
2509,92.96749
2510,94.38235
2513,88.12293
2515,96.77688
2518,91.73652
2519,86.137955
2520,91.73652
2521,114.72931
2523,104.34029
2525,77.18599
2529,110.58989
2530,90.13807
2533,103.01122
2535,85.29759
2538,103.791756
2544,106.83587
2553,115.52996
2556,94.12938
2558,106.76562
2559,108.322845
2560,87.48432
2561,120.67909
2562,86.5274
2563,118.06691
2564,91.015396
2565,116.31568
2567,100.324165
2572,93.56672
2575,100.63127
2576,124.77268
2577,104.31298
2578,90.64782
2579,98.90733
2580,89.99127
2582,110.00559
2583,114.967766
2587,95.5792
2589,108.22834
2590,99.25137
2591,110.58989
2594,90.034836
2597,93.49231
2598,110.47929
2599,95.350105
2600,100.39494
2602,113.108765
2603,93.56672
2604,105.79171
2606,119.81646
2607,79.428604
2608,97.145065
2613,110.93546
2614,95.603645
2615,114.38686
2617,95.51028
2620,94.894714
2623,100.401505
2624,100.92439
2627,110.93546
2629,79.428604
2630,112.10801
2632,88.74878
2636,89.83735
2639,89.69125
2640,85.06192
2642,110.58989
2644,110.68282
2646,112.055954
2647,96.45867
2649,103.95022
2650,119.582436
2652,108.64244
2653,88.359276
2655,99.53047
2657,105.19889
2659,109.5377
2662,91.82566
2663,117.20065
2664,94.436806
2665,103.756226
2670,88.879196
2671,98.869225
2672,76.50272
2675,108.64244
2677,110.12185
2679,116.06453
2683,111.06462
2684,100.76702
2685,103.51022
2688,105.50136
2689,97.43233
2690,96.91849
2693,116.61606
2694,117.20673
2697,92.620735
2699,99.391884
2703,81.97283
2705,100.03474
2709,75.8132
2710,86.511505
2711,109.4511
2712,91.00689
2713,94.14926
2714,117.9846
2715,96.31412
2717,88.99268
2718,112.07993
2720,119.64002
2721,99.962105
2726,86.533936
2728,88.657974
2731,100.811905
2732,115.64496
2734,100.71499
2736,113.62441
2737,91.964386
2738,117.240326
2739,137.44005
2746,92.36538
2749,99.39141
2751,127.90495
2752,110.166214
2753,83.77016
2757,110.69743
2758,92.4011
2759,137.8649
2760,105.28769
2762,109.08448
2764,98.47245
2765,129.94379
2769,110.87428
2771,101.24437
2774,86.73917
2776,94.582565
2777,106.40991
2778,93.024025
2779,110.44999
2782,99.3564
2784,107.580215
2787,92.42619
2789,93.7868
2792,90.8239
2798,92.17179
2799,103.86322
2800,92.43827
2801,79.59451
2802,78.10961
2804,98.55193
2807,108.81753
2808,100.98191
2809,131.45529
2811,118.45675
2812,93.8597
2814,86.79985
2816,92.70719
2817,117.67379
2818,119.63271
2820,115.43455
2821,80.19219
2822,110.23955
2823,102.48896
2824,91.189995
2826,86.718216
2829,87.29685
2834,91.81638
2835,69.57942
2838,125.94991
2839,103.930176
2840,92.63834
2841,119.70401
2842,91.74986
2846,118.63162
2848,97.510704
2849,100.00849
2850,117.9846
2851,90.786674
2853,88.73963
2854,110.58989
2858,104.36571
2861,94.59227
2864,94.981346
2865,117.20065
2866,108.53835
2867,91.33088
2868,120.842545
2870,116.055954
2877,109.97406
2878,110.93546
2880,119.483665
2882,79.4652
2883,102.45303
2884,107.681816
2885,93.63746
2887,100.96532
2888,111.731186
2889,99.227165
2890,108.97046
2891,104.50687
2892,111.77726
2893,102.61624
2898,111.32284
2899,88.07349
2900,109.20894
2901,92.11411
2909,99.98271
2910,90.81319
2911,119.27245
2913,126.97031
2914,97.80207
2918,92.10839
2919,109.86853
2920,104.185486
2921,110.93546
2922,83.27471
2923,110.654434
2925,103.673386
2926,90.391426
2927,112.192696
2929,107.01859
2933,98.239204
2934,119.373245
2936,98.61992
2941,112.73533
2942,94.91926
2943,113.60965
2945,109.84652
2950,93.262
2951,101.26006
2953,110.66117
2954,90.61745
2955,103.152115
2956,92.528755
2960,89.76688
2962,100.68424
2963,107.99995
2964,113.17972
2966,74.98452
2967,93.54992
2968,116.70204
2969,90.669266
2971,91.14909
2972,96.80292
2974,99.539055
2975,106.3037
2977,120.650566
2980,122.91341
2981,87.83088
2983,91.01189
2984,103.31535
2985,114.225365
2986,90.31407
2987,96.80292
2989,112.97078
2990,113.51602
2991,139.0212
2992,74.53898
2995,93.64393
2996,98.70524
3002,109.538956
3004,116.87008
3005,110.260574
3006,102.89398
3010,99.9565
3011,106.41416
3014,90.391426
3015,94.47786
3016,89.11178
3017,100.06264
3018,85.78608
3021,97.71295
3024,105.97648
3028,100.78471
3030,93.067505
3032,104.66284
3039,97.02678
3040,107.44594
3041,111.00607
3043,80.562256
3044,124.846214
3046,103.36363
3055,103.617165
3056,106.960075
3058,96.18732
3059,121.53117
3061,122.33744
3063,101.350334
3066,95.17428
3067,105.97648
3068,73.288826
3069,93.39066
3072,115.16724
3073,114.32388
3074,92.53879
3077,89.71776
3082,94.3038
3084,93.64393
3085,113.171455
3088,106.25867
3091,90.20586
3092,109.50474
3093,98.48216
3094,108.82714
3096,108.4258
3097,88.36926
3098,75.083374
3102,121.34661
3106,101.27863
3109,121.40205
3111,88.45432
3112,110.260574
3113,93.52401
3115,109.45369
3116,116.9574
3117,92.14198
3121,110.7917
3122,91.371
3123,95.82685
3124,116.98753
3125,89.11178
3126,97.31269
3127,106.456894
3129,90.06075
3130,131.17642
3132,109.61697
3134,104.411514
3135,96.97248
3137,72.32358
3138,110.764145
3140,108.67565
3144,118.41063
3145,101.58223
3146,108.72496
3147,90.287186
3148,99.27283
3149,122.02384
3150,101.84593
3151,115.947754
3152,92.592476
3155,96.09566
3156,111.6573
3159,104.44213
3161,97.85739
3162,113.93877
3163,92.20263
3165,100.09689
3172,90.736534
3173,111.44865
3176,103.505775
3177,97.990425
3179,106.3037
3183,88.427
3186,95.64403
3187,93.08529
3189,111.724495
3190,113.06192
3192,106.456894
3193,90.736534
3194,107.48642
3197,93.06658
3198,89.65168
3200,90.53433
3201,117.91469
3202,89.65168
3204,96.952614
3205,87.182205
3206,113.065834
3208,108.446976
3210,99.992516
3211,90.66971
3212,122.33744
3213,109.62116
3214,114.65613
3216,110.618835
3219,92.740616
3220,111.335335
3221,93.52401
3226,121.02126
3227,100.41886
3228,103.92435
3229,86.787125
3232,78.8103
3233,89.87003
3234,91.69518
3236,100.935265
3238,103.78182
3239,114.40757
3240,98.10723
3247,107.47947
3249,102.17546
3252,122.08156
3253,85.44641
3254,110.30459
3255,89.93837
3256,123.32902
3257,98.65321
3262,85.960365
3263,109.35795
3264,92.528755
3266,88.897964
3267,95.44313
3269,97.73144
3272,114.225365
3274,93.06658
3275,117.38616
3277,97.85925
3279,103.83103
3280,103.30868
3283,88.59451
3285,100.96532
3287,92.471245
3288,105.97648
3290,98.513664
3291,98.6726
3298,106.104355
3299,92.043175
3302,108.76044
3303,88.91082
3304,115.378914
3307,99.946976
3309,100.11476
3314,71.489204
3316,107.994156
3317,96.6046
3319,92.480316
3320,124.39136
3321,96.15478
3322,100.67735
3324,93.02821
3326,103.67612
3329,106.55891
3330,91.015396
3331,111.0045
3335,123.2781
3337,90.34188
3338,129.20107
3339,90.711075
3340,114.035904
3341,98.813934
3343,95.726974
3346,90.9492
3348,90.47176
3351,105.87255
3352,119.32736
3355,91.86595
3356,105.89631
3358,101.063484
3359,91.96323
3360,109.267784
3371,101.24817
3372,90.73272
3374,87.77172
3377,109.05821
3378,87.961296
3380,104.599594
3382,95.76361
3386,93.51213
3389,134.90024
3391,105.29142
3393,97.45927
3394,101.30484
3395,94.61923
3397,108.460175
3398,92.86323
3399,76.613594
3400,107.22297
3404,105.11246
3407,104.351875
3409,102.50022
3419,101.18291
3421,105.20645
3425,102.22081
3427,82.917755
3428,112.27986
3429,119.45687
3431,88.10288
3435,97.41202
3436,108.38064
3439,98.08859
3441,94.34695
3442,112.27986
3443,84.88612
3444,105.2473
3445,92.38035
3446,96.97888
3449,94.25659
3453,90.832016
3457,91.74796
3460,111.7069
3461,98.426216
3462,95.4899
3464,106.138176
3465,73.288826
3466,104.56323
3467,109.73882
3468,96.75992
3469,108.33341
3470,122.511604
3472,110.114525
3473,89.53495
3475,91.43989
3476,116.42234
3478,102.86357
3479,94.90042
3483,89.26396
3484,103.16903
3485,92.89367
3487,94.09077
3488,105.99958
3496,113.5675
3497,93.171074
3499,92.60229
3500,76.3709
3501,103.70277
3504,92.96589
3508,105.34743
3511,86.46791
3512,137.712
3515,95.89312
3517,87.46295
3518,88.22015
3526,112.922775
3528,99.73078
3529,93.16587
3530,126.81536
3531,98.27074
3532,97.38533
3533,85.80035
3534,85.002975
3535,74.38707
3536,97.851974
3537,101.929405
3538,91.56407
3539,122.42475
3540,104.62002
3545,119.002495
3546,92.29848
3550,99.16611
3551,99.67258
3553,95.53402
3554,111.7069
3557,96.5574
3558,118.980385
3559,94.25659
3561,108.82373
3562,108.460175
3563,94.600174
3564,105.87255
3565,92.38035
3567,88.54849
3571,105.87255
3572,92.20145
3574,82.71653
3576,96.505486
3577,111.45429
3578,89.76379
3579,95.53967
3583,81.828545
3585,89.98498
3586,125.596146
3587,112.69391
3593,87.628586
3594,112.86091
3595,99.30101
3599,92.505745
3600,99.55033
3601,110.114525
3602,94.25659
3604,102.211784
3609,118.669586
